4552, Data, 0, 0, 0, 0, 0
2200, Data, 0, 0, 0, 0, 0
6801, Data, 0, 0, 0, 0, 0
206, Data, 0, 0, 0, 0, 0
9107, Data, 0, 0, 0, 0, 0
4799, Data, 0, 0, 0, 0, 0
4798, Data, 0, 0, 0, 0, 0
5470, Data, 0, 0, 0, 0, 0
311, Data, 0, 0, 0, 0, 0
3538, Data, 0, 0, 0, 0, 0
2158, Data, 0, 0, 0, 0, 0
503, Data, 0, 0, 0, 0, 0
303, Data, 0, 0, 0, 0, 0
4562, Data, 0, 0, 0, 0, 0
1109, Data, 0, 0, 0, 0, 0
6249, Data, 0, 0, 0, 0, 0
7935, Data, 0, 0, 0, 0, 0
1140, Data, 0, 0, 0, 0, 0
48, Data, 0, 0, 0, 0, 0
2414, Data, 0, 0, 0, 0, 0
3374, Data, 0, 0, 0, 0, 0
5267, Data, 0, 0, 0, 0, 0
1901, Data, 0, 0, 0, 0, 0
3733, Data, 0, 0, 0, 0, 0
5534, Data, 0, 0, 0, 0, 0
351, Data, 0, 0, 0, 0, 0
3150, Data, 0, 0, 0, 0, 0
5849, Data, 0, 0, 0, 0, 0
1, Data, 0, 0, 0, 0, 0
4102, Data, 0, 0, 0, 0, 0
7795, Data, 0, 0, 0, 0, 0
3275, Data, 0, 0, 0, 0, 0
1546, Data, 0, 0, 0, 0, 0
1323, Data, 0, 0, 0, 0, 0
9773, Data, 0, 0, 0, 0, 0
3019, Data, 0, 0, 0, 0, 0
167, Data, 0, 0, 0, 0, 0
4092, Data, 0, 0, 0, 0, 0
7656, Data, 0, 0, 0, 0, 0
182, Data, 0, 0, 0, 0, 0
936, Data, 0, 0, 0, 0, 0
3970, Data, 0, 0, 0, 0, 0
5479, Data, 0, 0, 0, 0, 0
1477, Data, 0, 0, 0, 0, 0
4652, Data, 0, 0, 0, 0, 0
6045, Data, 0, 0, 0, 0, 0
3912, Data, 0, 0, 0, 0, 0
7140, Data, 0, 0, 0, 0, 0
3332, Data, 0, 0, 0, 0, 0
3777, Data, 0, 0, 0, 0, 0
7331, Data, 0, 0, 0, 0, 0
4198, Data, 0, 0, 0, 0, 0
1030, Data, 0, 0, 0, 0, 0
6696, Data, 0, 0, 0, 0, 0
4027, Data, 0, 0, 0, 0, 0
2447, Data, 0, 0, 0, 0, 0
3317, Data, 0, 0, 0, 0, 0
9564, Data, 0, 0, 0, 0, 0
2961, Data, 0, 0, 0, 0, 0
158, Data, 0, 0, 0, 0, 0
9067, Data, 0, 0, 0, 0, 0
4093, Data, 0, 0, 0, 0, 0
1347, Data, 0, 0, 0, 0, 0
2454, Data, 0, 0, 0, 0, 0
451, Data, 0, 0, 0, 0, 0
3958, Data, 0, 0, 0, 0, 0
10419, Data, 0, 0, 0, 0, 0
2106, Data, 0, 0, 0, 0, 0
829, Data, 0, 0, 0, 0, 0
3453, Data, 0, 0, 0, 0, 0
2186, Data, 0, 0, 0, 0, 0
1873, Data, 0, 0, 0, 0, 0
9350, Data, 0, 0, 0, 0, 0
3940, Data, 0, 0, 0, 0, 0
7541, Data, 0, 0, 0, 0, 0
416, Data, 0, 0, 0, 0, 0
885, Data, 0, 0, 0, 0, 0
1059, Data, 0, 0, 0, 0, 0
6198, Data, 0, 0, 0, 0, 0
259, Data, 0, 0, 0, 0, 0
3531, Data, 0, 0, 0, 0, 0
3142, Data, 0, 0, 0, 0, 0
211, Data, 0, 0, 0, 0, 0
2378, Data, 0, 0, 0, 0, 0
600, Data, 0, 0, 0, 0, 0
1140, Data, 0, 0, 0, 0, 0
3944, Data, 0, 0, 0, 0, 0
10468, Data, 0, 0, 0, 0, 0
6943, Data, 0, 0, 0, 0, 0
1065, Data, 0, 0, 0, 0, 0
4995, Data, 0, 0, 0, 0, 0
3148, Data, 0, 0, 0, 0, 0
329, Data, 0, 0, 0, 0, 0
1672, Data, 0, 0, 0, 0, 0
1657, Data, 0, 0, 0, 0, 0
2491, Data, 0, 0, 0, 0, 0
3881, Data, 0, 0, 0, 0, 0
4386, Data, 0, 0, 0, 0, 0
6839, Data, 0, 0, 0, 0, 0
7708, Data, 0, 0, 0, 0, 0
8358, Data, 0, 0, 0, 0, 0
1804, Data, 0, 0, 0, 0, 0
11648, Data, 0, 0, 0, 0, 0
8172, Data, 0, 0, 0, 0, 0
1087, Data, 0, 0, 0, 0, 0
6620, Data, 0, 0, 0, 0, 0
9796, Data, 0, 0, 0, 0, 0
4345, Data, 0, 0, 0, 0, 0
5174, Data, 0, 0, 0, 0, 0
1605, Data, 0, 0, 0, 0, 0
6184, Data, 0, 0, 0, 0, 0
690, Data, 0, 0, 0, 0, 0
5489, Data, 0, 0, 0, 0, 0
306, Data, 0, 0, 0, 0, 0
3585, Data, 0, 0, 0, 0, 0
377, Data, 0, 0, 0, 0, 0
1847, Data, 0, 0, 0, 0, 0
4553, Data, 0, 0, 0, 0, 0
5873, Data, 0, 0, 0, 0, 0
5218, Data, 0, 0, 0, 0, 0
2317, Data, 0, 0, 0, 0, 0
8966, Data, 0, 0, 0, 0, 0
1936, Data, 0, 0, 0, 0, 0
1476, Data, 0, 0, 0, 0, 0
2745, Data, 0, 0, 0, 0, 0
2999, Data, 0, 0, 0, 0, 0
1068, Data, 0, 0, 0, 0, 0
2983, Data, 0, 0, 0, 0, 0
860, Data, 0, 0, 0, 0, 0
2083, Data, 0, 0, 0, 0, 0
3280, Data, 0, 0, 0, 0, 0
3191, Data, 0, 0, 0, 0, 0
5027, Data, 0, 0, 0, 0, 0
9257, Data, 0, 0, 0, 0, 0
317, Data, 0, 0, 0, 0, 0
