1689, Data, 0, 0, 0, 0, 0
5264, Data, 0, 0, 0, 0, 0
6887, Data, 0, 0, 0, 0, 0
5302, Data, 0, 0, 0, 0, 0
623, Data, 0, 0, 0, 0, 0
1214, Data, 0, 0, 0, 0, 0
649, Data, 0, 0, 0, 0, 0
4513, Data, 0, 0, 0, 0, 0
1610, Data, 0, 0, 0, 0, 0
859, Data, 0, 0, 0, 0, 0
5191, Data, 0, 0, 0, 0, 0
3212, Data, 0, 0, 0, 0, 0
4075, Data, 0, 0, 0, 0, 0
2594, Data, 0, 0, 0, 0, 0
4247, Data, 0, 0, 0, 0, 0
534, Data, 0, 0, 0, 0, 0
1161, Data, 0, 0, 0, 0, 0
801, Data, 0, 0, 0, 0, 0
4313, Data, 0, 0, 0, 0, 0
5587, Data, 0, 0, 0, 0, 0
3329, Data, 0, 0, 0, 0, 0
3350, Data, 0, 0, 0, 0, 0
7389, Data, 0, 0, 0, 0, 0
9986, Data, 0, 0, 0, 0, 0
5671, Data, 0, 0, 0, 0, 0
4440, Data, 0, 0, 0, 0, 0
134, Data, 0, 0, 0, 0, 0
1942, Data, 0, 0, 0, 0, 0
2240, Data, 0, 0, 0, 0, 0
3526, Data, 0, 0, 0, 0, 0
2437, Data, 0, 0, 0, 0, 0
3367, Data, 0, 0, 0, 0, 0
2123, Data, 0, 0, 0, 0, 0
6406, Data, 0, 0, 0, 0, 0
3374, Data, 0, 0, 0, 0, 0
83, Data, 0, 0, 0, 0, 0
1608, Data, 0, 0, 0, 0, 0
1048, Data, 0, 0, 0, 0, 0
5530, Data, 0, 0, 0, 0, 0
1855, Data, 0, 0, 0, 0, 0
9139, Data, 0, 0, 0, 0, 0
5259, Data, 0, 0, 0, 0, 0
4947, Data, 0, 0, 0, 0, 0
5840, Data, 0, 0, 0, 0, 0
2542, Data, 0, 0, 0, 0, 0
6510, Data, 0, 0, 0, 0, 0
6444, Data, 0, 0, 0, 0, 0
585, Data, 0, 0, 0, 0, 0
2894, Data, 0, 0, 0, 0, 0
1810, Data, 0, 0, 0, 0, 0
556, Data, 0, 0, 0, 0, 0
1234, Data, 0, 0, 0, 0, 0
1217, Data, 0, 0, 0, 0, 0
2780, Data, 0, 0, 0, 0, 0
750, Data, 0, 0, 0, 0, 0
7852, Data, 0, 0, 0, 0, 0
5398, Data, 0, 0, 0, 0, 0
1722, Data, 0, 0, 0, 0, 0
871, Data, 0, 0, 0, 0, 0
1396, Data, 0, 0, 0, 0, 0
2111, Data, 0, 0, 0, 0, 0
4642, Data, 0, 0, 0, 0, 0
7412, Data, 0, 0, 0, 0, 0
2957, Data, 0, 0, 0, 0, 0
636, Data, 0, 0, 0, 0, 0
393, Data, 0, 0, 0, 0, 0
4111, Data, 0, 0, 0, 0, 0
3525, Data, 0, 0, 0, 0, 0
732, Data, 0, 0, 0, 0, 0
3860, Data, 0, 0, 0, 0, 0
8037, Data, 0, 0, 0, 0, 0
4092, Data, 0, 0, 0, 0, 0
3923, Data, 0, 0, 0, 0, 0
4805, Data, 0, 0, 0, 0, 0
5811, Data, 0, 0, 0, 0, 0
404, Data, 0, 0, 0, 0, 0
1044, Data, 0, 0, 0, 0, 0
5881, Data, 0, 0, 0, 0, 0
5528, Data, 0, 0, 0, 0, 0
