17002210, Dirt, 2, 0.455339, 0.0488412, 0.888977, 3.26731
14842749, Dirt, 2, 0.493913, 0.11293, 0.862147, 2.24881
3745288, Dirt, 4, 0.449593, 0.0441161, 0.892144, 3.02108
6329685, Dirt, 2, 0.457027, 0.0498035, 0.888057, 2.07918
12426273, Dirt, 2, 0.454487, 0.0478661, 0.889466, 1.88473
2128703, Dirt, 2, 0.474112, 0.0787724, 0.876934, 2.32956
8791169, Dirt, 2, 0.463265, 0.0461242, 0.885019, 2.42383
7125593, Dirt, 2, 0.462541, 0.072195, 0.883654, 1.5785
11021651, Dirt, 2, 0.452113, 0.05003, 0.890557, 2.59846
5342573, Dirt, 6, 0.458415, 0.0477998, 0.887452, 2.64556
12804051, Dirt, 6, 0.452909, 0.0431623, 0.890511, 3.0374
16473550, Dirt, 2, 0.461858, 0.0557512, 0.8852, 1.9069
16935864, Dirt, 2, 0.452531, 0.0507944, 0.890301, 2.76707
2084348, Dirt, 2, 0.457854, 0.0641902, 0.886707, 1.70695
4310155, Dirt, 6, 0.461691, 0.0428076, 0.886007, 2.8742
9261402, Dirt, 1, 0.45163, 0.0408843, 0.891268, 0.965851
4606759, Dirt, 2, 0.464083, 0.0457497, 0.884609, 1.57217
5104576, Dirt, 2, 0.457453, 0.0402385, 0.888323, 1.61904
17116403, Dirt, 2, 0.453105, 0.0483886, 0.890143, 1.77128
14275399, Dirt, 2, 0.456705, 0.0551701, 0.887906, 1.69207
6261813, Dirt, 6, 0.460868, 0.0498433, 0.886068, 3.05691
18249310, Dirt, 6, 0.467063, 0.0648855, 0.88184, 2.94103
13874456, Dirt, 6, 0.455898, 0.0502926, 0.88861, 2.36483
9793110, Dirt, 6, 0.463712, 0.0500822, 0.884569, 3.1613
11582106, Dirt, 2, 0.461617, 0.0475559, 0.885804, 2.99643
11493387, Dirt, 6, 0.462112, 0.0499415, 0.885414, 2.15925
6003863, Dirt, 2, 0.458704, 0.0430681, 0.887545, 1.75881
17028553, Dirt, 6, 0.460171, 0.0432245, 0.886778, 2.04421
12055396, Dirt, 2, 0.46289, 0.0627819, 0.88419, 2.88069
1011127, Dirt, 6, 0.449485, 0.0503048, 0.89187, 3.14737
